id	cog	domain
A0A353Q3B5		bacteria
A0A353UHL9		bacteria
A0A353V960		bacteria
A0A353ZYS4		bacteria
A0A354FCQ7		bacteria
A0A354H1H4		bacteria
A0A354NY22		bacteria
A0A354YUN9		bacteria
A0A355B2J0		bacteria
A0A355BKD4		bacteria
A0A355D9D6		bacteria
A0A355EPU0		bacteria
A0A355H1G0		bacteria
A0A356BY16		bacteria
A0A356BZ55		bacteria
A0A356D1Q6		bacteria
A0A356PC57		bacteria
A0A356UA53		bacteria
A0A356UDS3		bacteria
A0A357AX25		bacteria
A0A357B6C7		bacteria
A0A357NCL8		bacteria
A0A357R6K7		bacteria
A0A357VEN1		bacteria
A0A357YU86		bacteria
A0A357ZHC4		bacteria
A0A358PYW6		bacteria
A0A358Q008		bacteria
A0A358Q1Y2		bacteria
A0A358Q348		bacteria
A0A358QRZ2		bacteria
A0A358QTC5		bacteria
A0A358U653		bacteria
A0A359B8C5		bacteria
A0A359CYY0		bacteria
A0A363T9L5		bacteria
A0A363TKM8		bacteria
A0A366V3L1		bacteria
A0A366VJP4		bacteria
A0A367DCU0		bacteria
A0A367MGI3		bacteria
A0A369DD84		bacteria
A0A369L6Y7		bacteria
A0A369L8D9		bacteria
A0A369LXF3		bacteria
A0A369M0V6		bacteria
A0A369MM27		bacteria
A0A369MT06		bacteria
A0A369N6G7		bacteria
A0A369U866		bacteria
A0A369XRE2		bacteria
A0A369XV59		bacteria
A0A369Y1M0		bacteria
A0A369ZCI5		bacteria
A0A371J0M6		bacteria
A0A371J9S6		bacteria
A0A371SMA5		bacteria
A0A372C9K9		bacteria
A0A372KBK8		bacteria
A0A372LL42		bacteria
A0A373FRR9		bacteria
A0A383YNY2		eukaryota
A0A383ZP47		eukaryota
A0A383ZVL7		eukaryota
A0A384A309		eukaryota
A0A384AMV8		eukaryota
A0A384ANJ2		eukaryota
A0A384B7A3		eukaryota
A0A384BFS0		eukaryota
A0A384BFX4		eukaryota
A0A384BIN9		eukaryota
A0A384BML2		eukaryota
A0A384C7E2		eukaryota
A0A384CJB9		eukaryota
A0A384CRH1		eukaryota
A0A384CSA2		eukaryota
A0A385NVC8		bacteria
A0A389MP09		bacteria
A0A395XJG6		bacteria
A0A395XQJ3		bacteria
A0A398B6H6		bacteria
A0A398QAW8		bacteria
A0A398TRZ7		bacteria
A0A398TVE3		bacteria
A0A399WLR1		bacteria
A0A399XC01		bacteria
A0A399ZRM6		bacteria
A0A3A1QWV3		bacteria
A0A3A3DJ74		bacteria
A0A3A3ZAF5		bacteria
A0A3A4JHZ9		bacteria
A0A3A4K0C7		bacteria
A0A3A4PI95		bacteria
A0A3A4QLQ0		bacteria
A0A3A4QU60		bacteria
A0A3A4RZW8		bacteria
A0A3A4S5N7		bacteria
A0A3A4WA36		bacteria
A0A3A4WAT3		bacteria
A0A3A4WBA1		bacteria
A0A3A4WGD3		bacteria
A0A3A4WGY7		bacteria
A0A3A4XSQ2		bacteria
A0A3A4XUY6		bacteria
A0A3A4Z115		bacteria
A0A3A5AAA3		bacteria
A0A3A5AMI8		bacteria
A0A3A5HHB4		bacteria
A0A3A5HHC3		bacteria
A0A3A5JZM3		bacteria
A0A3A6MRH9		bacteria
A0A3A6MT30		bacteria
A0A3A6MYS5		bacteria
A0A3A6N4U1		bacteria
A0A3A6N9R7		bacteria
A0A3A6NBG5		bacteria
A0A3A6NBV1		bacteria
A0A3A6NYT0		bacteria
A0A3A6NZ43		bacteria
A0A3A6PGA0		bacteria
A0A3A9HEX5		bacteria
A0A3B7DIF2		bacteria
A0A3B7DVG6		bacteria
A0A3B7PL10		bacteria
A0A3B8HRQ3		bacteria
A0A3B8I6E8		bacteria
A0A3B8I6U0		bacteria
A0A3B8JYE2		bacteria
A0A3B8K5M3		bacteria
A0A3B8KS98		bacteria
A0A3B8NNI3		bacteria
A0A3B8VL13		bacteria
A0A3B9I2Y5		bacteria
A0A3B9M1W9		bacteria
A0A3B9M576		bacteria
A0A3B9TNT3		bacteria
A0A3B9UPW3		bacteria
A0A3C0C373		bacteria
A0A3C0KRF3		bacteria
A0A3C0LC81		bacteria
A0A3C0QF74		bacteria
A0A3C0SJ62		bacteria
A0A3C0TDM5		bacteria
A0A3C0TQM0		bacteria
A0A3C0TR31		bacteria
A0A3C0V4P1		bacteria
A0A3C0WE24		bacteria
A0A3C0XU85		bacteria
A0A3C0YW64		bacteria
A0A3C1A3Y5		bacteria
A0A3C1FX78		bacteria
A0A3C1G2E6		bacteria
A0A3C1QKA1		bacteria
A0A3C1S7S9		bacteria
A0A3C2CWZ3		bacteria
A0A3D0D724		bacteria
A0A3D0NEA5		bacteria
A0A3D1AN49		bacteria
A0A3D1DIU3		bacteria
A0A3D1M6P5		bacteria
A0A3D1VZ70		bacteria
A0A3D1ZBZ2		bacteria
A0A3D2P6F2		bacteria
A0A3D2VRV2		bacteria
A0A3D3CHQ7		bacteria
A0A3D3HSM2		bacteria
A0A3D3J5M5		bacteria
A0A3D3QS63		bacteria
A0A3D3TSM4		bacteria
A0A3D4GPR4		bacteria
A0A3D4K6H6		bacteria
A0A3D4R1G0		bacteria
A0A3D5BUP4		bacteria
A0A3D5C0T0		bacteria
A0A3D5M4H5		bacteria
A0A3D5R539		bacteria
A0A3D5UD15		bacteria
A0A3D5VHT4		bacteria
A0A3D5WHI7		bacteria
A0A3D6C5E1		bacteria
A0A3D8GLY2		bacteria
A0A3D8PG11		bacteria
A0A3D8ZWI3		bacteria
A0A3D9DX64		bacteria
A0A3E2BHP2		bacteria
A0A3E2E9Y9		bacteria
A0A3E2JJK6		bacteria
A0A3E2JV84		bacteria
A0A3E2KLE8		bacteria
A0A3E2KQR1		bacteria
A0A3E5EK83		bacteria
A0A3F3NZ83		bacteria
A0A3G0ZGD9		eukaryota
A0A3G1GK94		eukaryota
A0A3G1GK96		eukaryota
A0A3G2FKB4		bacteria
A0A3G2FKQ0		bacteria
A0A3G2V6P6		bacteria
A0A3G5EBR8		eukaryota
A0A3I3XN87		bacteria
A0A3I5BV92		bacteria
A0A3I7X8A7		bacteria
A0A3I8FS86		bacteria
A0A3J2Q6V2		bacteria
A0A3J3CRI2		bacteria
A0A3J4LE24		bacteria
A0A3J4LMS4		bacteria
A0A3J6V2K0		bacteria
A0A3J6V7P5		bacteria
A0A3K8YH66		bacteria
A0A3L2Q195		bacteria
A0A3M0XGZ9		bacteria
A0A3M1GBM7		bacteria
A0A3M1HWP2		bacteria
A0A3M1I7S2		bacteria
A0A3M1M6F1		bacteria
A0A3M1R536		bacteria
A0A3M1TA12		bacteria
A0A3M1WT93		bacteria
A0A3M1ZKW5		bacteria
A0A3M1ZTN0		bacteria
A0A3M2ATG8		bacteria
A0A3M8EKN6		bacteria
A0A3M8ENK4		bacteria
A0A3N0BBW0		bacteria
A0A3N0IW35		bacteria
A0A3N1I2X9		bacteria
A0A3N2DLC3		bacteria
A0A3N2E4L1		bacteria
A0A3N2EVM8		bacteria
A0A3N2S0U9		bacteria
A0A3N4WIR8		bacteria
A0A3N4XHH6		bacteria
A0A3N5ADU4		bacteria
A0A3N5AXR6		bacteria
A0A3N5EZJ6		bacteria
A0A3N5FBL3		bacteria
A0A3N5IFK6		bacteria
A0A3N5KG73		bacteria
A0A3N5LTL0		bacteria
A0A3N5MB24		bacteria
A0A3N5MBK9		bacteria
A0A3N5MDP1		bacteria
A0A3N5MLP7		bacteria
A0A3N5NED7		bacteria
A0A3N5NR02		bacteria
A0A3N5QWR5		bacteria
A0A3N5R1K2		bacteria
A0A3N5REN7		bacteria
A0A3N5SAW6		bacteria
A0A3N5TN48		bacteria
A0A3N5UHB4		bacteria
A0A3N5V4L3		bacteria
A0A3N7GE79		bacteria
A0A3N7RK74		bacteria
A0A3N8A3C9		bacteria
A0A3N8AH97		bacteria
A0A3N8AL04		bacteria
A0A3N8D576		bacteria
A0A3N8R0S8		bacteria
A0A3N8YFA7		bacteria
A0A3N9G255		bacteria
A0A3N9QMQ4		bacteria
A0A3N9V7R6		bacteria
A0A3N9VBF7		bacteria
A0A3P0CH49		bacteria
A0A3P0NGU9		bacteria
A0A3P0NSA5		bacteria
A0A3P1V002		bacteria
A0A3P1VZJ7		bacteria
A0A3P1W535		bacteria
A0A3P1Y0N3		bacteria
A0A3Q0DPV9		eukaryota
A0A3Q0DQW7		eukaryota
A0A3Q0DSL4		eukaryota
A0A3Q0DUA4		eukaryota
A0A3Q0GLX1		eukaryota
A0A3Q7MRL2		eukaryota
A0A3Q7N6G0		eukaryota
A0A3Q7N9Y3		eukaryota
A0A3Q7NP42		eukaryota
A0A3Q7NTN5		eukaryota
A0A3Q7NXN7		eukaryota
A0A3Q7P0K0		eukaryota
A0A3Q7PB72		eukaryota
A0A3Q7PGG7		eukaryota
A0A3Q7PUH6		eukaryota
A0A3Q7QGW4		eukaryota
A0A3Q7R5T2		eukaryota
A0A3Q7SLL4		eukaryota
A0A3Q7T472		eukaryota
A0A3Q7U0Q5		eukaryota
A0A3Q7U3M5		eukaryota
A0A3Q7U8K4		eukaryota
A0A3Q7UMI4		eukaryota
A0A3Q8D966		bacteria
A0A3Q8GEL5		bacteria
A0A3Q9R2D7		bacteria
A0A3R0BTS7		bacteria
A0A3R0BWG1		bacteria
A0A3R0CNM1		bacteria
A0A3R0EZY8		bacteria
A0A3R0HLF6		bacteria
A0A3R0JRW7		bacteria
A0A3R0SLP4		bacteria
A0A3R0T5J5		bacteria
A0A3R0UD85		bacteria
A0A3R0XI71		bacteria
A0A3R0XLT6		bacteria
A0A3R1CSU1		bacteria
A0A3R8THN7		bacteria
A0A3R8WU27		bacteria
A0A3R9ECN9		bacteria
A0A3R9FUA9		bacteria
A0A3R9N6T7		bacteria
A0A3R9P4U4		bacteria
A0A3R9QGB4		bacteria
A0A3R9QHL8		bacteria
A0A3R9QNY3		bacteria
A0A3S0DZ12		bacteria
A0A3S1N7N7		bacteria
A0A3S3FJI2		bacteria
A0A3S5XQK0		bacteria
A0A3T0QJZ8		bacteria
A0A3T0QRG8		bacteria
A0A3T0RJN1		bacteria
A0A3T2V040		bacteria
A0A3T2W7X4		bacteria
A0A3T2WFY7		bacteria
A0A3T2YQV1		bacteria
A0A3T3D060		bacteria
A0A3T3G2T5		bacteria
A0A3T3IN27		bacteria
A0A3T4JVZ8		bacteria
A0A3T5MVL9		bacteria
A0A3T6J6G1		bacteria
A0A3T6J7A6		bacteria
A0A3T6L846		bacteria
A0A3U2RU38		bacteria
A0A3U3WI94		bacteria
A0A3U4H211		bacteria
A0A3U4R478		bacteria
A0A3U4VZC3		bacteria
A0A3U5E673		bacteria
A0A3U5JF28		bacteria
A0A3U5WBJ0		bacteria
A0A3U7IUZ6		bacteria
A0A3U7MVN8		bacteria
A0A3U8ITB9		bacteria
A0A3U8MPC6		bacteria
A0A3U8PB71		bacteria
A0A3U8PJI2		bacteria
A0A3U8XQ59		bacteria
A0A3U9DEF4		bacteria
A0A3U9TAH3		bacteria
A0A3V0RX39		bacteria
A0A3V1D2W4		bacteria
A0A3V2G286		bacteria
A0A3V2I6D8		bacteria
A0A3V2JIR8		bacteria
A0A3V2LCQ9		bacteria
A0A3V2TCR1		bacteria
A0A3V2VYT8		bacteria
A0A3V3C1U0		bacteria
A0A3V3MHL1		bacteria
A0A3V3TVH3		bacteria
A0A3V3U761		bacteria
A0A3V3VPZ6		bacteria
A0A3V3W6V4		bacteria
A0A3V3WT51		bacteria
A0A3V4CXY7		bacteria
A0A3V4FJM4		bacteria
A0A3V4JAJ1		bacteria
A0A3V4PC68		bacteria
A0A3V4R175		bacteria
A0A3V4SHC0		bacteria
A0A3V4SQG4		bacteria
A0A3V5H3R3		bacteria
A0A3V5R2D9		bacteria
A0A3V5UT94		bacteria
A0A3V5VZU4		bacteria
A0A3V5W0A0		bacteria
A0A3V6BDH9		bacteria
A0A3V6WHS8		bacteria
A0A3V6WXF2		bacteria
A0A3V7ERT1		bacteria
A0A3V7IBL0		bacteria
A0A3V7IF83		bacteria
A0A3V7NWL9		bacteria
A0A3V7P6A2		bacteria
A0A3V7P9R7		bacteria
A0A3V8DR33		bacteria
A0A3V8NKU3		bacteria
A0A3V8SQH8		bacteria
A0A3V8VJ67		bacteria
A0A3V8XFG7		bacteria
A0A3V8YT51		bacteria
A0A3V8Z7L3		bacteria
A0A3V8ZLU6		bacteria
A0A3V9FUT7		bacteria
A0A3V9S4M2		bacteria
A0A3V9WU15		bacteria
A0A3W0FIY2		bacteria
A0A3W0GWW9		bacteria
A0A3W8MEW3		bacteria
A0A3X9T1Q4		bacteria
A0A3Y0D3I5		bacteria
A0A3Y0E2B3		bacteria
A0A3Y0J7V2		bacteria
A0A3Y2DFR5		bacteria
A0A3Y2DWP1		bacteria
A0A3Y2W9R6		bacteria
A0A3Y4D0A7		bacteria
A0A3Y6HE60		bacteria
A0A3Y7J9Z5		bacteria
A0A3Y7VCQ2		bacteria
A0A3Y7ZSE9		bacteria
A0A3Y8PIX7		bacteria
A0A3Y9AQD7		bacteria
A0A3Y9BTH9		bacteria
A0A3Y9C0J1		bacteria
A0A3Y9CFE1		bacteria
A0A3Z0Y093		bacteria
A0A3Z1AWR1		bacteria
A0A3Z1U4C3		bacteria
A0A3Z1V659		bacteria
A0A3Z2BC49		bacteria
A0A3Z2K1T4		bacteria
A0A3Z3IV82		bacteria
A0A3Z3U1S6		bacteria
A0A3Z3Y9I7		bacteria
A0A3Z4JKC9		bacteria
A0A3Z6RGU3		bacteria
A0A3Z7AKH5		bacteria
A0A3Z7SF74		bacteria
A0A3Z9BN99		bacteria
A0A3Z9DPM2		bacteria
A0A3Z9QQ51		bacteria
A0A401JFX6		bacteria
A0A402B9G9		bacteria
A0A402PY65		bacteria
A0A402SL00		bacteria
A0A402X8Z8		bacteria
A0A403A498		bacteria
A0A403EYV1		bacteria
A0A403JXW3		bacteria
A0A403SNS0		bacteria
A0A410X951		bacteria
A0A411GPH7		bacteria
A0A411H2S2		bacteria
A0A411WQL0		bacteria
A0A413SE74		bacteria
A0A413VZZ3		bacteria
A0A413W4N1		bacteria
A0A414ADF9		bacteria
A0A415MUN8		bacteria
A0A417YL59		bacteria
A0A417YTB1		bacteria
A0A418Z6P9		bacteria
A0A418ZAX5		bacteria
A0A419A8H8		bacteria
A0A419DDD0		bacteria
A0A419E6J9		bacteria
A0A419FUQ4		bacteria
A0A419GCX0		bacteria
A0A419GI40		bacteria
A0A419GKR0		bacteria
A0A419GPY1		bacteria
A0A419IYP7		bacteria
A0A419J292		bacteria
A0A419V5P2		bacteria
A0A420XIH2		bacteria
A0A423ULT4		bacteria
A0A424Y168		bacteria
A0A424YC15		bacteria
A0A426PQS0		bacteria
A0A427TS69		bacteria
A0A429Z8Z4		bacteria
A0A430AZI2		bacteria
A0A430B6T1		bacteria
A0A430IFS2		bacteria
A0A431WCQ8		bacteria
A0A431WEA3		bacteria
A0A432H173		bacteria
A0A432H9Y1		bacteria
A0A432HQ66		bacteria
A0A432HQ95		bacteria
A0A432HSD9		bacteria
A0A432IHB7		bacteria
A0A432V4M1		bacteria
A0A433HUP6		bacteria
A0A433ZYS0		bacteria
A0A439GID7		bacteria
A0A439RAE4		bacteria
A0A440DGV9		bacteria
A0A442FM48		bacteria
A0A442I5A4		bacteria
A0A442NEF8		bacteria
A0A443KAI0		bacteria
A0A443KMW7		bacteria
A0A443U1P5		bacteria
A0A443UPE2		bacteria
A0A443VIU7		bacteria
A0A443W739		bacteria
A0A443WBE4		bacteria
A0A443XAV1		bacteria
A0A443YLV2		bacteria
A0A443YQG3		bacteria
A0A446I9L8		bacteria
A0A446IBM6		bacteria
A0A451GCH3		bacteria
A0A452CLT2		eukaryota
A0A454JDF1		bacteria
A0A455BSS8		eukaryota
A0A481QJ78		bacteria
A0A482LQF1		eukaryota
A0A482PKB6		bacteria
A0A483ENB8		bacteria
A0A483FS48		bacteria
A0A483GTL1		bacteria
A0A483JHP0		bacteria
A0A483KSY6		bacteria
A0A483L580		bacteria
A0A483N5Z8		bacteria
A0A483NY39		bacteria
A0A483RLX4		bacteria
A0A483RSV2		bacteria
A0A483YZT1		bacteria
A0A485MDW1		eukaryota
A0A485MMT4		eukaryota
A0A485N554		eukaryota
A0A485N7W1		eukaryota
A0A485NED3		eukaryota
A0A485NWJ0		eukaryota
A0A485NY10		eukaryota
A0A485NZ40		eukaryota
A0A485P888		eukaryota
A0A485PCB1		eukaryota
A0A485PP23		eukaryota
A0A494WRW3		bacteria
A0A495AMC6		bacteria
A0A495ARE9		bacteria
A0A495G3J9		bacteria
A0A495TZM8		bacteria
A0A495VP74		bacteria
A0A495YNV2		bacteria
A0A496QKW7		bacteria
A0A496Y2V9		bacteria
A0A496Y8M1		bacteria
A0A496Y8M6		bacteria
A0A496Y9X2		bacteria
A0A496YKQ2		bacteria
A0A496YX74		bacteria
A0A496Z412		bacteria
A0A496ZCF7		bacteria
A0A496ZE12		bacteria
A0A497A1E9		bacteria
A0A497AAE5		bacteria
A0A497CFC7		bacteria
A0A497XEG1		bacteria
A0A498ARR6		bacteria
A0A4D6PC37		bacteria
A0A4D6PCG1		bacteria
A0A4D6X8V9		bacteria
A0A4D7IYK4		bacteria
A0A4D7JLQ2		bacteria
A0A4P3D7G4		bacteria
A0A4P5QED0		bacteria
A0A4P5QF60		bacteria
A0A4P6B6D7		bacteria
A0A4P6RX53		bacteria
A0A4P6WJK1		bacteria
A0A4P6WQV0		bacteria
A0A4P7IZG2		bacteria
A0A4P7TRY7		bacteria
A0A4P7UIU9		bacteria
A0A4P8C134		bacteria
A0A4P8L5D0		bacteria
A0A4P8L738		bacteria
A0A4P9T2D5		bacteria
A0A4P9T8P7		bacteria
A0A4Q0VQ70		bacteria
A0A4Q0VQZ4		bacteria
A0A4Q0VTV2		bacteria
A0A4Q1SXX7		bacteria
A0A4Q1SYL3		bacteria
A0A4Q2E6W4		bacteria
A0A4Q2R098		bacteria
A0A4Q2REN8		bacteria
A0A4Q7LTM9		bacteria
A0A4Q7R888		bacteria
A0A4Q8NPB1		bacteria
A0A4Q8P6S6		bacteria
A0A4Q8S712		bacteria
A0A4Q9EKN5		bacteria
A0A4Q9EME5		bacteria
A0A4Q9EP64		bacteria
A0A4Q9EWM3		bacteria
A0A4R0FTF5		bacteria
A0A4R0GJW8		bacteria
A0A4R0H6M7		bacteria
A0A4R0YAR5		bacteria
A0A4R1FL45		bacteria
A0A4R1LZF3		bacteria
A0A4R1M3Y2		bacteria
A0A4R4CRB1		bacteria
A0A4R4CWF8		bacteria
A0A4R4D8Z7		bacteria
A0A4R4K0C6		bacteria
A0A4R5W1Y1		bacteria
A0A4R6ESA7		bacteria
A0A4R6VB52		bacteria
A0A4R7JD17		bacteria
A0A4R8ET76		bacteria
A0A4R8F258		bacteria
A0A4R9XFB7		bacteria
A0A4S0FZU2		bacteria
A0A4S0KBQ5		bacteria
A0A4S0Q972		bacteria
A0A4S3PNK3		bacteria
A0A4S4AQP3		bacteria
A0A4S5BNS3		bacteria
A0A4S5DDF5		bacteria
A0A4S5JCD6		bacteria
A0A4S6I5T3		bacteria
A0A4S7LDM8		bacteria
A0A4S8FAL9		bacteria
A0A4T0UUY8		bacteria
A0A4T3BN57		bacteria
A0A4T4XH48		bacteria
A0A4U0KCA3		bacteria
A0A4U0QR14		bacteria
A0A4U0ZLL4		bacteria
A0A4U0ZPQ9		bacteria
A0A4U0ZZ06		bacteria
A0A4U1ADE6		bacteria
A0A4U1AHH8		bacteria
A0A4U1BSF4		bacteria
A0A4U1D7T2		bacteria
A0A4U6BGJ6		bacteria
A0A4U6H183		bacteria
A0A4U6HIT4		bacteria
A0A4U6MER9		bacteria
A0A4U6MN45		bacteria
A0A4U8A937		bacteria
A0A4U8J3T5		bacteria
A0A4V1G7A8		bacteria
A0A4V1G7Q3		bacteria
A0A4V1LGL1		bacteria
A0A4V2LTS0		bacteria
A0A4V2LUU9		bacteria
A0A4V2X6L9		bacteria
A0A4V3NZL9		bacteria
A0A4V3WBU3		bacteria
A0A4V5K6D6		bacteria
A0A4V5MVI0		bacteria
A0A4V6HCZ2		bacteria
A0A4V6WMA8		bacteria
A0A4Y1NP20		eukaryota
A0A4Y3TBN2		bacteria
A0A4Y3TFP5		bacteria
A0A4Y3TG82		bacteria
A0A4Y4CQS2		bacteria
A0A4Y5U753		eukaryota
A0A4Y5Z5L6		bacteria
A0A4Y6GRQ8		eukaryota
A0A4Y6GRR3		eukaryota
A0A4Y6GRT5		eukaryota
A0A4Y6GRT6		eukaryota
A0A4Y6IAA5		bacteria
A0A4Y6MHW5		bacteria
A0A4Y6N5A8		bacteria
A0A4Y6RDH4		bacteria
A0A4Y7WGC2		bacteria
A0A4Y8MYR7		bacteria
A0A4Z0D913		bacteria
A0A4Z0QPR4		bacteria
A0A4Z0QVC2		bacteria
A0A4Z0R2Q7		bacteria
A0A4Z0R8D4		bacteria
A0A4Z0R8M9		bacteria
A0A4Z1C653		bacteria
A0A4Z8XT79		bacteria
A0A4Z8ZEW2		bacteria
A0A501WDT3		bacteria
A0A503K9G4		bacteria
A0A504KM24		bacteria
A0A504ZA04		bacteria
A0A504ZTZ1		bacteria
A0A505CV05		bacteria
A0A505H9N0		bacteria
A0A509LHS6		bacteria
A0A512DNG6		bacteria
A0A512IU71		bacteria
A0A512LB81		bacteria
A0A512NFA4		bacteria
A0A512NFL2		bacteria
A0A512NL94		bacteria
A0A514VHA1		bacteria
A0A515D2E6		bacteria
A0A515KFF8		bacteria
A0A518N6R5		bacteria
A0A518U7P2		bacteria
A0A518X8C8		bacteria
A0A519BDN2		bacteria
A0A520RFF5		bacteria
A0A520Z2J6		bacteria
A0A521QMR7		bacteria
A0A521QRU6		bacteria
A0A521REP4		bacteria
A0A522BDU2		bacteria
A0A522BHH4		bacteria
A0A522CVL7		bacteria
A0A522CYZ6		bacteria
A0A522N9W6		bacteria
A0A522UM68		bacteria
A0A522UPW3		bacteria
A0A522UZ52		bacteria
A0A522V2M1		bacteria
A0A522V6H9		bacteria
A0A523A787		bacteria
A0A523C320		bacteria
A0A523CBR8		bacteria
A0A523CDA0		bacteria
A0A523R5X1		bacteria
A0A523R8H6		bacteria
A0A523SWB4		bacteria
A0A523U0S8		bacteria
A0A523U6X1		bacteria
A0A523YJQ6		bacteria
A0A523YP26		bacteria
A0A523Z9M0		bacteria
A0A524CIZ9		archaea
A0A524DX31		archaea
A0A524E4M7		archaea
A0A524EKL8		archaea
A0A524F2X2		archaea
A0A524GL92		bacteria
A0A524H2D4		bacteria
A0A524KY78		bacteria
A0A524PSP3		bacteria
A0A525CKS2		bacteria
A0A525DE69		bacteria
A0A527MKV0		bacteria
A0A528AUU6		bacteria
A0A528E5R1		bacteria
A0A528MNJ5		bacteria
A0A529AR90		bacteria
A0A530A2J5		bacteria
A0A530BW57		bacteria
A0A531CEF5		bacteria
A0A531I6J3		bacteria
A0A531ZRD2		bacteria
A0A533HU18		bacteria
A0A533I690		bacteria
A0A533QDL3		bacteria
A0A533S9I7		bacteria
A0A533SQW3		bacteria
A0A533Y7H8		bacteria
A0A533YUZ0		bacteria
A0A533Z528		bacteria
A0A534ABT8		bacteria
A0A534CVS0		bacteria
A0A534D369		bacteria
A0A534ETB1		bacteria
A0A534F517		bacteria
A0A534FBN7		bacteria
A0A534H8I2		bacteria
A0A534HH28		bacteria
A0A534HTZ8		bacteria
A0A534I4V9		bacteria
A0A534NAU0		bacteria
A0A534PCE0		bacteria
A0A534PG02		bacteria
A0A534PJM7		bacteria
A0A534UFH8		bacteria
A0A534UWL0		bacteria
A0A534V2W7		bacteria
A0A534WAA0		bacteria
A0A534Y057		bacteria
A0A534YQ27		bacteria
A0A534YT45		bacteria
A0A535BAR4		bacteria
A0A535DDX7		bacteria
A0A535EMR1		bacteria
A0A535F3M3		bacteria
A0A535H200		bacteria
A0A535MPY2		bacteria
A0A535N6G9		bacteria
A0A535PE34		bacteria
A0A535SBT2		bacteria
A0A535SXI9		bacteria
A0A535U9B5		bacteria
A0A535UKD9		bacteria
A0A535UZP5		bacteria
A0A535WUL1		bacteria
A0A535XA38		bacteria
A0A536AXY4		bacteria
A0A536C370		bacteria
A0A536E8Q8		bacteria
A0A536FM40		bacteria
A0A536KL33		bacteria
A0A536KPF5		bacteria
A0A536Q6D4		bacteria
A0A536R3U8		bacteria
A0A537AP79		bacteria
A0A537IUJ5		bacteria
A0A537JDN6		bacteria
A0A537K535		bacteria
A0A537K6K4		bacteria
A0A537KE88		bacteria
A0A537LWY2		bacteria
A0A537TUU5		bacteria
A0A537X4P8		bacteria
A0A537XL92		bacteria
A0A537Y7T1		bacteria
A0A538AWS6		bacteria
A0A538BM79		bacteria
A0A538N7U7		bacteria
A0A538PP41		bacteria
A0A542C7N0		bacteria
A0A542MDY1		bacteria
A0A542V999		bacteria
A0A547ET62		bacteria
A0A549YJA9		bacteria
A0A550A1V2		bacteria
A0A550J886		bacteria
A0A553AXT2		bacteria
A0A553JQG4		bacteria
A0A554AHP8		bacteria
A0A556AXH3		bacteria
A0A558EE53		bacteria
A0A558FFS0		bacteria
A0A559T459		bacteria
A0A559T4J6		bacteria
A0A562HG26		bacteria
A0A562HMF7		bacteria
A0A5A5TB80		bacteria
A0A5A7MCX9		bacteria
A0A5A9XEP8		bacteria
A0A5B0CKW2		bacteria
A0A5B0F827		bacteria
A0A5B0FAJ8		bacteria
A0A5B0G4X5		bacteria
A0A5B0K694		bacteria
A0A5B0KEQ9		bacteria
A0A5B0SUM3		bacteria
A0A5B0T9E1		bacteria
A0A5B0VZ31		bacteria
A0A5B2TID2		bacteria
A0A5B7XJY3		bacteria
A0A5B7XSL2		bacteria
A0A5B8QT21		bacteria
A0A5B8ZE13		bacteria
A0A5B9ATT7		bacteria
A0A5B9AXU3		bacteria
A0A5B9BG14		eukaryota
A0A5B9BG82		eukaryota
A0A5B9BIB9		eukaryota
A0A5C0N5K3		bacteria
A0A5C0NAD6		bacteria
A0A5C1AXR5		bacteria
A0A5C1C0D8		bacteria
A0A5C1C638		bacteria
A0A5C1MGB8		bacteria
A0A5C1MH71		bacteria
A0A5C2LY78		bacteria
A0A5C2M223		bacteria
A0A5C4L143		bacteria
A0A5C4NYH8		bacteria
A0A5C4PVG8		bacteria
A0A5C4Q315		bacteria
A0A5C4QEH4		bacteria
A0A5C4R9C1		bacteria
A0A5C4RMN6		bacteria
A0A5C5BYY1		bacteria
A0A5C5CNG6		bacteria
A0A5C5D940		bacteria
A0A5C5DA03		bacteria
A0A5C5H907		bacteria
A0A5C5HKL7		bacteria
A0A5C5QEN2		bacteria
A0A5C5S6R6		bacteria
A0A5C6GYR6		bacteria
A0A5C6S8R2		bacteria
A0A5C6VFE2		bacteria
A0A5C6Z9A1		bacteria
A0A5C6ZRR9		bacteria
A0A5C7D8W6		bacteria
A0A5C7FDV3		bacteria
A0A5C7FWV4		bacteria
A0A5C7TV48		bacteria
A0A5C7UBM4		bacteria
A0A5C8E890		bacteria
A0A5C8EII9		bacteria
A0A5C8GFV6		bacteria
A0A5C8J6M7		bacteria
A0A5C8NIL6		bacteria
A0A5C8PSG7		bacteria
A0A5C8RTA9		bacteria
A0A5C8S2B8		bacteria
A0A5C8T7N0		bacteria
A0A5C8TLB0		bacteria
A0A5C8U576		bacteria
A0A5C8VK65		bacteria
A0A5C8VM87		bacteria
A0A5C8W883		bacteria
A0A5C8WTV0		bacteria
A0A5D0DHM9		bacteria
A0A5D0P6K3		bacteria
A0A5D3JVV4		bacteria
A0A5D4GPK6		bacteria
A0A5D4KFF7		bacteria
A0A5D4MDV8		bacteria
A0A5D4NPN1		bacteria
A0A5D4NXJ8		bacteria
A0A5D4R0L7		bacteria
A0A5D4SDJ6		bacteria
A0A5D4TFE2		bacteria
A0A5D4U8L6		bacteria
A0A5D4Y1V6		bacteria
